"legacyField","storageOwner","cardinality","currentConsumerModule","consumerLocation","currentRuntimeMeaning","targetLayer","targetRelation","conversionMode","derivationMode","rawSourcePresenceRule","compatibilityStatus","removalGate","parityRisk","knownIssueIds","notes"
"planningEligibility","canonical asset plus Room runtime_exercise_metadata override","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","LEGACY_RESOLVER_EXPLICIT","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidateInventory.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"planningEligibility","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","muscle/strength analysis","app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt","Exercise property consumed by muscle/strength analysis","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","muscle/strength analysis","app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt#fallbackContributions","Legacy fallback path that manufactures or substitutes a classification","MUSCLE","ExerciseMuscleContribution","CURRENT_RESOLVER_OUTPUT","LEGACY_HEURISTIC_FALLBACK","Fallback is used when explicit source is blank, unknown, or unsupported","BASELINE_V1_ONLY","Reviewed stableKey relation AND parity AND rollback AND explicit approval","HIGH","META-MUSCLE-FALLBACK","BASELINE_V1 preserves this current fallback; REVIEWED_V1 remains UNRESOLVED until human review"
"primaryMuscles","Room exercises","MULTI","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","muscle/strength analysis","app/src/main/java/com/training/trackplanner/data/SeedData.kt#musclesFor","Legacy fallback path that manufactures or substitutes a classification","MUSCLE","ExerciseMuscleContribution","CURRENT_RESOLVER_OUTPUT","LEGACY_HEURISTIC_FALLBACK","Fallback is used when explicit source is blank, unknown, or unsupported","BASELINE_V1_ONLY","Reviewed stableKey relation AND parity AND rollback AND explicit approval","HIGH","META-SEED-PRIMARY-MUSCLES","BASELINE_V1 preserves this current fallback; REVIEWED_V1 remains UNRESOLVED until human review"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"primaryMuscles","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","MUSCLE","ExerciseMuscleContribution","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
