"exerciseName","stableKey","currentCategoryType","currentMovementPattern","currentMovementCategory","currentForceType","currentActivityKind","currentPlanningEligibility","proposedMovementFamily","proposedMovementSubtype","proposedDetailedMuscleTags","proposedMuscleContribution","proposedProgramSlot","proposedRedundancyGroup","proposedProgressMetricType","proposedFatigueProfile","proposedBadmintonTransferDirect","proposedBadmintonTransferSupportive","proposedAnalysisEligibility","proposedEvidenceSourceGroup","proposedEvidenceLevel","metadataConfidenceCandidate","sourceReviewRequired","rowManualReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","safeForTemplateDefault","safeForSeedMutation","proposalStatus","proposalReason","recommendedNextAction","notes"
"스플릿 스텝 후 좌우 런지","ex_377448a9","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","BADMINTON_REACTIVE_LUNGE_FOOTWORK_REVIEW","SPLIT_STEP_LATERAL_REACTIVE_LUNGE","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK_REVIEW","BADMINTON_REACTIVE_LUNGE_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","NEEDS_REVIEW","YES","YES","YES","YES","NO","NO","YES","NO","NO","NEEDS_ROW_REVIEW","Reactive split-step lunge is removed from generic strength-lunge programming.","DEFINE_BADMINTON_REACTIVE_LUNGE_TEMPLATE","V2 blocker correction draft only. Source support and subtype must be reviewed before seed mutation."
"싱글 레그 RDL","single_leg_rdl","category=기능성운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STRENGTH","HINGE","EXERCISE","NOT_PRESENT_IN_SEED","DEADLIFT_HINGE_VARIANTS","SINGLE_LEG_RDL","GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|LATISSIMUS_DORSI|GRIP_FLEXORS|TRAPEZIUS_MIDDLE|DEEP_CORE|GLUTE_MED_MIN|OBLIQUES|RHOMBOIDS","{""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.25,""ERECTOR_SPINAE"":0.2,""LATISSIMUS_DORSI"":0.08,""GRIP_FLEXORS"":0.07,""DEEP_CORE"":0.07,""TRAPEZIUS_MIDDLE"":0.04,""GLUTE_MED_MIN"":0.04}","UNILATERAL_HINGE_ACCESSORY","SINGLE_LEG_HINGE_STABILITY","VOLUME_LOAD","LOCAL_MUSCLE,HIP_STABILITY,LOW_TO_MODERATE_SYSTEMIC","NONE","POSTERIOR_CHAIN_CAPACITY, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","anatomy_textbook","NEEDS_REVIEW","NO","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Unilateral hinge must not inherit heavy hinge slot or redundancy.","CONFIRM_UNILATERAL_HINGE_TEMPLATE","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"싱글 레그 박스 스쿼트","ex_85f12271","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","SQUAT_VARIANTS","SINGLE_LEG_BOX_SQUAT","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|HIP_ADDUCTORS","{""QUADRICEPS"":0.3,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.08,""ERECTOR_SPINAE"":0.1,""DEEP_CORE"":0.07,""GLUTE_MED_MIN"":0.05,""HIP_ADDUCTORS"":0.05}","UNILATERAL_LOWER_ACCESSORY","SINGLE_LEG_SQUAT_STABILITY","VOLUME_LOAD","LOCAL_MUSCLE,KNEE_CONTROL,HIP_STABILITY,LOW_TO_MODERATE_SYSTEMIC","NONE","LOWER_STRENGTH_SUPPORT, KNEE_CONTROL, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","governing_body_resource","NEEDS_REVIEW","NO","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Accessory squat variant must not inherit heavy barbell slot or redundancy.","CONFIRM_ACCESSORY_SQUAT_SLOT","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"싱글 레그 홉 앤 스틱","ex_314df428","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LANDING_CONTROL_DIRECT|DECELERATION_DIRECT|UNILATERAL_LOWER|PLYOMETRIC_SSC","LANDING_CONTROL_DIRECT|DECELERATION_DIRECT|UNILATERAL_LOWER|PLYOMETRIC_SSC","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|RECTUS_FEMORIS|TIBIALIS_ANTERIOR|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.18,""QUADRICEPS"":0.22,""RECTUS_FEMORIS"":0.08,""GASTROCNEMIUS"":0.14,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""GLUTE_MED_MIN"":0.07,""HIP_ADDUCTORS"":0.05,""TIBIALIS_ANTERIOR"":0.04,""DEEP_CORE"":0.04}","PLYOMETRIC_POWER","VERTICAL_JUMP_SSC","QUALITY_BASED","ELASTIC_SSC, NEURAL_SPEED, DECELERATION for landings","JUMP_LANDING if court-specific","LOWER_POWER, LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","B_NSCA_ESSENTIALS_5E|E_BADMINTON_TRAINING_EFFECTS_PMC12239426|E_BADMINTON_RESISTANCE_CORE_PMC12176550","governing_body_resource","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_TRAINING_EFFECTS_PMC12239426"
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"앙클링","ex_a412dd45","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|RUNNING_DRILL","ANKLE_STIFFNESS|PLYOMETRIC_SSC|RUNNING_DRILL","PLYOMETRIC","PLYOMETRIC","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","YES","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"앞뒤 랜덤 콕줍기","ex_4255e429","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"애질리티 래더","ex_2055b629","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"원암 하프 닐링 프레스","ex_8380d7fe","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","SUPPORT","PUSH","EXERCISE","NOT_PRESENT_IN_SEED","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","ANTERIOR_DELTOID|LATERAL_DELTOID|TRICEPS_BRACHII|PECTORALIS_MAJOR_CLAVICULAR|SERRATUS_ANTERIOR|TRAPEZIUS_UPPER|ROTATOR_CUFF_EXTERNAL|ROTATOR_CUFF_INTERNAL|TRAPEZIUS_LOWER|DEEP_CORE|OBLIQUES","{""ANTERIOR_DELTOID"":0.25,""LATERAL_DELTOID"":0.15,""TRICEPS_BRACHII"":0.2,""PECTORALIS_MAJOR_CLAVICULAR"":0.08,""SERRATUS_ANTERIOR"":0.08,""TRAPEZIUS_UPPER"":0.06,""ROTATOR_CUFF_EXTERNAL"":0.06,""ROTATOR_CUFF_INTERNAL"":0.04,""TRAPEZIUS_LOWER"":0.04,""DEEP_CORE"":0.04}","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","VOLUME_LOAD","LOCAL_MUSCLE, OVERHEAD_REPETITION, SYSTEMIC moderate, ANTI_ROTATION for unilateral variants","NONE","SHOULDER_DURABILITY, OVERHEAD_POWER_SUPPORT, ANTI_ROTATION_STABILITY","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924"
"월 드라이브","ex_f332aeab","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_DRILL","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","RUNNING_MECHANICS_SUPPORT_REVIEW","NEEDS_SUBTYPE_REVIEW","REVIEW","REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","RUNNING_MECHANICS_SUPPORT_REVIEW","QUALITY_BASED","NEURAL_SPEED_SUPPORT,ELASTIC_SSC_REVIEW","NONE","ACCELERATION_SUPPORT,ANKLE_STIFFNESS_SUPPORT,NEURAL_SPEED_SUPPORT","FATIGUE,BADMINTON_TRANSFER,BALANCE","NEEDS_SOURCE_TEMPLATE","heuristic_only","LOW","YES","NO","YES","NO","NO","NO","NO","NO","NO","NEEDS_TEMPLATE_DEFINITION","The proposed review family has no approved family template.","DEFINE_AND_REVIEW_FAMILY_TEMPLATE","Draft only; do not mutate seed without human approval. Subtype intentionally left for review; no broad exercise-name parsing was used. No approved family template; concrete muscle values were not invented."
"월 슬라이드","ex_f97a05ab","category=기능성운동; movement_category=SUPPORT; force_type=SUPPORT; movement_pattern=SCAPULAR_CONTROL|SHOULDER_PREHAB|SCAPULAR_UPWARD_ROTATION|SHOULDER_MOBILITY","SCAPULAR_CONTROL|SHOULDER_PREHAB|SCAPULAR_UPWARD_ROTATION|SHOULDER_MOBILITY","SUPPORT","SUPPORT","EXERCISE","NOT_PRESENT_IN_SEED","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","NEEDS_SUBTYPE_REVIEW","SERRATUS_ANTERIOR|TRAPEZIUS_LOWER|TRAPEZIUS_MIDDLE|POSTERIOR_DELTOID|ROTATOR_CUFF_EXTERNAL|RHOMBOIDS|DEEP_CORE|ROTATOR_CUFF_INTERNAL","{""SERRATUS_ANTERIOR"":0.2,""TRAPEZIUS_LOWER"":0.2,""TRAPEZIUS_MIDDLE"":0.15,""POSTERIOR_DELTOID"":0.15,""ROTATOR_CUFF_EXTERNAL"":0.12,""RHOMBOIDS"":0.08,""DEEP_CORE"":0.05,""ROTATOR_CUFF_INTERNAL"":0.05}","SHOULDER_CARE","SCAPULAR_CONTROL","QUALITY_BASED","LOW_FATIGUE_REHAB, LOCAL_MUSCLE low-to-moderate","NONE","SHOULDER_DURABILITY, OVERHEAD_CONTROL","RECOVERY_ONLY, BALANCE, BADMINTON_TRANSFER if shoulder-care support","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|D_PHYSIOPEDIA_SCAP_DYSKINESIA","clinical_reference","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390"
"점프 런지","ex_df966b45","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|PLYOMETRIC_SSC|LANDING_CONTROL_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|PLYOMETRIC_SSC|LANDING_CONTROL_SUPPORT","SUPPORT","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
"좌우 랜덤 콕줍기","ex_421ba24b","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","AGILITY","AGILITY","EXERCISE","NOT_PRESENT_IN_SEED","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|GLUTE_MED_MIN|QUADRICEPS|GASTROCNEMIUS|SOLEUS|HAMSTRINGS|HIP_ADDUCTORS|TIBIALIS_ANTERIOR|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.15,""GLUTE_MED_MIN"":0.12,""QUADRICEPS"":0.18,""GASTROCNEMIUS"":0.12,""SOLEUS"":0.1,""HAMSTRINGS"":0.08,""HIP_ADDUCTORS"":0.1,""TIBIALIS_ANTERIOR"":0.05,""DEEP_CORE"":0.06,""OBLIQUES"":0.04}","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NEURAL_SPEED,DECELERATION,ELASTIC_SSC,BADMINTON_COURT","FOOTWORK,REACTION,DECELERATION,LUNGE_REACH","ACCELERATION_SUPPORT,JUMP_LANDING_SUPPORT","FATIGUE, BADMINTON_TRANSFER, BALANCE","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","coaching_consensus","LOW","YES","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"케틀벨 스윙","ex_7404067c","category=기능성운동; movement_category=POWER; force_type=POWER; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","POWER","POWER","EXERCISE","NOT_PRESENT_IN_SEED","BALLISTIC_HINGE_POWER_REVIEW","KETTLEBELL_SWING","REVIEW","REVIEW","BALLISTIC_HINGE_POWER_REVIEW","BALLISTIC_HINGE_POWER_REVIEW","QUALITY_BASED","NEURAL_SPEED,HIP_POWER,LOCAL_MUSCLE,SYSTEMIC_REVIEW","NONE","POSTERIOR_CHAIN_POWER_SUPPORT","FATIGUE,BALANCE,BADMINTON_TRANSFER","A_OPENSTAX_11_6|B_NSCA_ESSENTIALS_5E","anatomy_textbook","NEEDS_REVIEW","NO","YES","YES","YES","NO","NO","NO","NO","NO","NEEDS_ROW_REVIEW","Kettlebell swing is separated from the deadlift main-strength template.","DEFINE_BALLISTIC_HINGE_POWER_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
